municipio,hotel,cod_caminho
Tremembé,"Pousada Serra da Mantiqueira",03
Tremembé,"Pousada Casa Mato",03
"Três Corações","Italian Palace Hotel Rede Carlton",03
"Três Corações","Medieval Hotel",03
"Três Corações","Pousada Bougainville",03
"Três Corações","Pousada Fernandes",03
"Três Corações","Pousada Vale das Primaveras",03
"Três Corações","Pousada Divina Minas",03
"Três Corações","Pousada Solar da Serra",03
"Três Corações","Fênix Hotel Varginha",03
"Três Corações","Class Hotel Varginha",03
"Três Corações","Pousada e Chales Por do Sol",03
"Três Corações","Hotel Carajás",03
"Três Corações","HOTEL VARGINHA",03
"Três Corações","Suítes para aluguel diaria e temporada",03
Brumadinho,"Casa Grande Hostel",04
Brumadinho,"Ecovila Coração da Mata",04
Brumadinho,"Casa aconchegante nas montanhas de Casa Branca",04
Brumadinho,"Recanto do Guerreiro",04
Brumadinho,"Casinha amarela em Betim",04
Brumadinho,"Hotel Primavera",04
Brumadinho,"Go Inn Betim - MG",04
Brumadinho,"Chalé Rústico",04
Brumadinho,"Casa de Veraneio Villa Lopes",04
Brumadinho,"ibis Betim",04
Caeté,"Hotel Real de Caeté",04
Caeté,"Pousada e Restaurante Victórios",04
Caeté,"Hotel pousada & Eventos Cassino",04
Caeté,"Pousada Villa Real",04
Caeté,"Impar Suites Barao de Cocais",04
Caeté,"ESTÂNCIA JARDIM SECRETO",04
"Nova Lima","eSuites Lagoa dos Ingleses",04
"Nova Lima","Tryp by Wyndham Belo Horizonte Savassi",04
"Nova Lima","Chale Mineiro Hostel & Pousada",04
"Nova Lima","Flat Califórnia",04
"Nova Lima","ibis Belo Horizonte Savassi",04
"Nova Lima","ibis budget Belo Horizonte Afonso Pena",04
"Nova Lima","Mercure Belo Horizonte Vila da Serra",04
"Nova Lima","ibis Belo Horizonte Afonso Pena",04
"Nova Lima","Novotel BH Savassi",04
"Nova Lima","Holiday Inn Belo Horizonte Savassi, an IHG Hotel",04
"Nova Lima","eSuites Savassi Toscanini",04
"Nova Lima","Max Savassi Apart Service",04
"Nova Lima","Royal Design Savassi Hotel",04
"Nova Lima","Royal Golden Hotel - Savassi",04
"Nova Lima","Royal Boutique Savassi Hotel",04
"Nova Lima","Boulevard Plaza",04
"Nova Lima","Boulevard Park",04
"Nova Lima","Flat no Ianelli",04
"Nova Lima","Boulevard Express",04
"Nova Lima","Flat Promenade Pancetti",04
"Nova Lima","Condomínio Max Savassi Superior apto 1303",04
"Nova Lima","Exclusividade e conforto na savassi",04
"Nova Lima","Condomínio residencial ianelli - Superior",04
"Nova Lima","Condomínio Max Savassi Superior apto 1502",04
"Nova Lima","Condomínio Ianelli superior apto 1105",04
"Rio Acima","Casa de campo com muito verde e paz/2 quartos/Wi-Fi/churrasqueira/ deck/ trilha/ minha cachoeira",04
"Rio Acima","eSuites Lagoa dos Ingleses",04
"Rio Acima","Mercure Belo Horizonte Vila da Serra",04
"Rio Acima","Flat Califórnia",04
"Rio Acima","Pousada Villa Real",04
"Rio Acima","ibis budget BH Savassi",04
"Rio Acima","ibis Belo Horizonte Savassi",04
"Rio Acima","ibis budget Belo Horizonte Afonso Pena",04
"Rio Acima","Tryp by Wyndham Belo Horizonte Savassi",04
"Rio Acima","ibis Belo Horizonte Afonso Pena",04
"Rio Acima","Novotel BH Savassi",04
"Rio Acima","Holiday Inn Belo Horizonte Savassi, an IHG Hotel",04
"Rio Acima","eSuites Savassi Toscanini",04
"Rio Acima","Max Savassi Apart Service",04
"Rio Acima","Royal Golden Hotel - Savassi",04
"Rio Acima","Royal Boutique Savassi Hotel",04
"Rio Acima","Chale Mineiro Hostel & Pousada",04
"Rio Acima","Boulevard Plaza",04
"Rio Acima","Pousada Vila Paris",04
"Rio Acima","Flat no Ianelli",04
"Rio Acima","Boulevard Express",04
"Rio Acima","Flat Promenade Pancetti",04
"Rio Acima","Condomínio Max Savassi Superior apto 1303",04
"Rio Acima","Exclusividade e conforto na savassi",04
"Rio Acima","Condomínio residencial ianelli - Superior",04
Sabará,"Pousada Villa Real",04
Sabará,"Aconchego dos schreiber",04
Sabará,"Chale Mineiro Hostel & Pousada",04
Sabará,"Ramada Encore by Wyndham Belo Horizonte Minascasa",04
Sabará,"Ouro Minas Hotel Belo Horizonte, Dolce by Wyndham",04
Sabará,"Ímpar Suítes Cidade Nova",04
Sabará,"Vila Santê",04
Sabará,"Hotel Real de Caeté",04
Sabará,"ibis budget Belo Horizonte Afonso Pena",04
Sabará,"Tryp by Wyndham Belo Horizonte Savassi",04
Sabará,"Stop Inn Cristiano Machado",04
Sabará,"Nacional Inn Belo Horizonte",04
Sabará,"ibis Belo Horizonte Savassi",04
Sabará,"ibis Belo Horizonte Liberdade",04
Sabará,"ibis Belo Horizonte Afonso Pena",04
Sabará,"Holiday Inn Belo Horizonte Savassi, an IHG Hotel",04
Sabará,"Rio Jordao Hotel BH",04
Sabará,"Stop Inn Antonio Carlos",04
Sabará,"Hotel São Bento",04
Sabará,"Max Savassi Apart Service",04
Sabará,"Royal Design Savassi Hotel",04
Sabará,"Royal Golden Hotel - Savassi",04
Sabará,"Royal Boutique Savassi Hotel",04
Sabará,"Brasil Palace Hotel",04
Sabará,"Boulevard Plaza",04
